6R,6Zm,6D,6D,6A;3,1,3,0,1;3.2,2.5,1.4,5.4,1.1
6R,6Z,6D,6D,6A;3,0,0,3,1;1.4,5.2,3.2,3.6,1.1
6C,6C,6Zm,6D,6D;2,0,1,3,1;1.1,5.3,2.3,2.2,2.5
6C,6C,6Z,6D,6D;1,3,0,0,2;1.1,3.5,3.2,1.3,5.2
6C,6Y,6D,6D,6A;0,0,1,1,2;5.3,3.3,1.1,2.5,1.2
6C,6Zm,6D,6D,6D;2,1,3,1,0;1.1,2.5,2.2,2.3,5.4
6C,6Zm,6D,6A,6A;2,1,0,2,0;4.3,2.1,5.4,1.1,1.4
6C,6Z,6D,6D,6D;1,0,3,1,3;1.1,5.2,1.3,1.4,3.6
6C,6Z,6D,6A,6A;1,0,3,0,2;3.4,1.2,3.6,1.1,4.1
6Zm,6Zm,6Z,6D,6D;1,1,1,2,0;2.1,2.5,2.4,1.1,5.4
6Zm,6Z,6Z,6D,6D;0,0,0,1,3;3.3,1.2,5.2,1.1,3.6
6Zm,6D,6D,6A,6A;1,2,0,1,3;2.5,4.1,5.4,1.1,1.4
6Zm,6D,6D,6O,6O;1,2,0,0,0;2.1,1.1,2.4,4.3,4.5
6Zm,6A,6A,6A,6A;1,1,3,2,0;2.5,1.1,1.4,4.1,4.4
6Zm,6A,6A,6O,6O;1,2,0,0,0;2.1,1.1,1.4,4.3,4.5
6Z,6D,6D,6A,6A;0,1,3,1,3;5.2,1.4,3.6,1.1,2.3
6Z,6D,6D,6O,6O;0,1,3,1,1;1.2,1.1,3.3,3.4,5.4
6Z,6A,6A,6A,6A;0,1,0,3,2;5.2,1.1,1.4,2.3,4.4
6Z,6A,6A,6O,6O;0,0,2,1,1;1.2,1.1,4.1,3.4,5.4
5Fm,5Fm,5Fm,5L,5V,5Pm;3,3,2,1,3,2;2.2,2.4,4.4,1.1,4.6,3.1
5Fm,5Fm,5F,5Y,5Nm,5V;3,3,1,2,2,3;1.1,1.3,3.5,3.3,2.1,4.6
5Fm,5Fm,5F,5Ym,5N,5V;0,1,2,3,1,1;1.4,3.2,2.5,5.4,4.3,1.1
5Fm,5Fm,5F,5Ym,5Nm,5V;0,1,2,3,0,1;1.4,3.2,3.4,5.4,2.5,1.1
5Fm,5Fm,5F,5Nm,5Lm,5V;3,1,1,2,2,3;2.4,3.4,1.3,3.2,1.1,4.6
