12,12,12,12,37,39;1,3,1,1,1,2;1.2,1.5,3.2,5.2,1.1,3.5;0
12,12,12,12,38,38;1,1,2,1,0,1;1.1,1.4,4.2,4.4,2.3,3.1;0
12,12,12,13,30,30;2,3,1,2,0,1;1.3,3.2,4.4,1.1,1.5,5.1;0
12,12,12,13,30,31;2,2,1,2,0,0;1.3,3.2,4.4,1.1,1.5,4.1;0
12,12,12,13,30,32;1,3,0,2,1,3;1.3,3.2,3.4,1.1,5.1,1.6;0
12,12,12,13,30,33;1,2,3,2,1,1;1.4,3.3,5.2,3.1,1.1,2.6;0
12,12,12,13,30,37;1,3,1,2,1,1;1.2,1.5,5.2,3.5,3.2,1.1;0
12,12,12,13,30,38;1,2,1,0,0,1;1.1,4.2,4.4,1.4,1.5,3.1;0
12,12,12,13,30,39;2,2,3,2,1,0;1.3,1.5,3.2,1.1,5.1,3.5;0
12,12,12,13,31,31;1,2,1,2,3,0;1.3,3.2,4.4,1.1,1.6,4.1;0
12,12,12,13,31,32;1,2,0,2,0,3;1.3,3.2,3.4,1.1,4.1,1.6;0
12,12,12,13,31,37;2,2,3,2,0,2;2.1,2.5,4.4,2.3,4.1,1.1;0
12,12,12,13,31,38;1,1,1,2,3,0;1.1,1.4,4.4,3.1,4.3,2.3;0
12,12,12,13,31,39;2,2,2,2,0,0;1.3,1.5,3.2,1.1,4.1,3.5;0
12,12,12,13,32,32;3,2,3,2,2,1;1.5,3.3,5.2,3.5,1.1,2.1;0
12,12,12,13,32,33;1,2,3,3,1,1;1.4,3.3,5.2,1.1,2.1,2.6;0
12,12,12,13,32,38;1,1,3,2,2,0;1.1,1.4,5.2,3.1,4.3,2.3;0
12,12,12,13,33,34;1,2,3,2,1,0;1.1,3.3,5.2,3.1,2.6,1.4;0
12,12,12,13,33,37;1,2,0,2,1,1;1.4,3.3,4.2,1.2,2.6,1.1;0
12,12,12,13,33,39;1,2,3,2,1,0;1.1,1.5,5.2,3.1,1.4,3.5;0
12,12,12,13,35,36;0,2,0,3,1,3;1.1,1.5,4.1,1.2,3.4,3.3;0
