12,12,12,12,30,31,35;3,2,2,1,1,0,2;0.2,2.0,2.2,6.4,4.5,1.4,4.2;0
12,12,12,12,30,32,38;2,0,2,1,1,0,0;2.0,2.5,4.2,6.4,2.2,0.2,4.4;0
12,12,12,12,31,31,38;3,2,3,1,0,1,2;0.2,3.1,4.6,6.4,1.4,4.3,2.0;0
12,12,12,12,31,32,38;3,2,1,3,0,2,2;0.2,3.1,4.3,4.6,1.4,6.3,2.0;0
12,12,12,12,31,38,39;2,0,2,1,3,0,2;2.0,2.5,4.2,6.4,1.4,4.4,0.2;0
12,12,12,12,32,32,32;2,0,0,3,3,1,2;0.2,1.4,3.6,4.4,1.1,2.2,6.3;0
12,12,12,12,32,32,38;3,2,2,0,1,2,0;0.2,2.0,2.2,3.6,1.4,6.3,4.2;0
12,12,12,12,32,32,39;3,2,0,3,1,2,3;0.2,2.0,3.6,4.4,2.2,6.3,1.4;0
12,12,12,12,32,33,39;2,1,0,2,0,1,0;2.0,2.2,3.6,4.2,0.2,2.5,5.5;0
12,12,12,12,32,35,35;2,0,0,3,2,0,2;0.2,1.4,3.6,4.4,6.3,1.1,3.1;0
12,12,12,12,32,35,39;2,2,2,0,0,2,0;2.0,2.2,2.4,3.6,0.2,4.2,5.5;0
12,12,12,12,32,38,38;2,0,2,1,3,1,0;1.3,2.5,4.2,6.4,1.1,0.2,4.4;0
12,12,12,12,32,38,39;2,1,2,1,0,0,3;2.0,2.2,4.2,6.4,0.2,4.4,2.5;0
12,12,12,12,32,39,39;2,0,0,3,2,0,2;0.2,1.4,3.6,4.4,6.3,1.1,3.2;0
12,12,12,12,34,35,39;3,2,2,0,1,2,0;0.2,2.0,2.2,3.6,1.4,4.2,5.5;0
12,12,12,12,35,39,39;3,0,2,2,2,3,0;0.2,1.4,2.0,2.2,4.2,3.6,5.5;0
12,12,12,13,30,31,32;3,2,3,2,1,0,2;0.2,2.0,4.3,2.2,4.5,1.4,6.3;0
12,12,12,13,30,31,38;3,2,1,2,1,0,2;0.2,3.1,6.4,4.3,4.5,1.4,2.0;0
12,12,12,13,30,31,39;3,2,1,2,1,0,2;0.2,2.0,6.4,2.2,4.5,1.4,4.3;0
12,12,12,13,30,32,32;0,0,3,2,0,3,2;1.4,3.6,4.4,3.2,0.2,1.1,6.3;0
12,12,12,13,30,32,35;3,0,0,3,1,2,0;0.2,3.4,3.6,4.1,2.0,6.3,1.4;0
12,12,12,13,30,32,36;2,0,1,2,0,0,2;2.0,3.6,6.4,2.2,2.4,0.2,4.3;0
12,12,12,13,30,32,38;3,0,2,3,0,1,3;0.2,1.4,2.0,5.2,2.2,3.6,4.4;0
12,12,12,13,30,32,39;2,1,2,2,0,0,0;2.0,2.2,4.2,4.6,5.4,0.2,2.5;0
12,12,12,13,31,31,36;0,3,1,2,3,2,0;0.3,4.6,6.4,4.3,0.2,3.0,2.5;0
12,12,12,13,31,32,34;3,2,3,2,0,2,0;0.2,2.0,4.6,2.2,1.4,6.3,4.3;0
12,12,12,13,31,32,36;3,2,2,2,1,0,0;0.2,2.0,5.3,3.2,5.5,3.5,1.4;0
12,12,12,13,31,32,38;0,2,1,2,3,3,0;2.5,4.2,6.4,0.2,1.4,1.1,4.4;0
12,12,12,13,31,35,39;3,2,2,3,0,2,0;0.2,2.0,2.2,4.5,1.4,4.2,5.5;0
12,12,12,13,31,36,39;0,3,1,3,3,0,2;0.3,4.6,6.4,3.0,0.2,2.5,4.3;0
12,12,12,13,31,38,38;3,2,0,2,0,2,3;0.2,3.1,4.3,4.6,1.4,2.0,4.4;0
12,12,12,13,31,38,39;3,2,1,3,0,2,2;0.2,3.1,4.3,6.3,1.4,2.0,4.6;0
12,12,12,13,32,32,32;2,2,0,2,0,0,2;2.0,2.4,3.6,2.2,0.2,4.3,6.3;0
12,12,12,13,32,32,33;0,0,3,2,3,2,1;1.4,3.6,4.4,0.2,1.1,6.3,2.3;0
12,12,12,13,32,32,34;3,2,0,2,0,2,1;0.2,2.0,3.6,2.2,4.3,6.3,1.4;0
12,12,12,13,32,32,35;0,0,0,2,3,2,0;3.2,3.4,3.6,0.2,1.1,6.3,1.4;0
12,12,12,13,32,32,38;2,2,0,2,0,2,0;2.0,2.2,3.6,2.4,0.2,6.3,4.2;0
12,12,12,13,32,32,39;3,0,2,2,0,2,3;0.2,1.4,2.0,2.2,4.3,6.3,3.6;0
12,12,12,13,32,33,39;0,2,3,3,1,1,2;1.4,2.0,4.4,6.3,3.6,2.3,0.2;0
12,12,12,13,32,34,35;0,0,1,2,3,1,0;3.4,3.6,6.4,0.2,1.1,3.2,1.4;0
12,12,12,13,32,34,38;2,0,1,3,0,1,0;2.0,2.5,6.4,2.2,0.2,3.2,4.4;0
12,12,12,13,32,35,35;2,2,0,2,0,3,1;2.0,2.4,3.6,2.2,0.2,4.3,5.4;0
12,12,12,13,32,35,39;2,0,0,3,1,0,2;2.0,3.2,3.4,6.3,3.6,1.4,0.2;0
12,12,12,13,32,36,37;0,3,1,2,3,0,1;0.3,4.6,6.4,4.3,1.1,2.5,0.2;0
12,12,12,13,32,36,39;3,2,1,2,1,2,3;0.2,2.0,6.4,2.2,1.4,4.3,3.6;0
12,12,12,13,32,38,39;3,0,2,2,1,3,3;0.2,1.4,2.0,2.2,3.6,4.4,4.3;0
12,12,12,13,32,39,39;2,2,0,2,0,2,0;2.0,2.4,3.6,2.2,0.2,4.3,5.5;0
12,12,12,13,34,35,35;3,2,0,2,1,3,1;0.2,2.0,3.6,2.2,1.4,4.3,5.4;0
