21,30,30,31,33,33;0,0,0,3,0,0;5.1,2.2,3.4,0.7,0.0,6.4;0
21,30,30,33,33,33;0,0,0,0,1,0;5.1,2.2,3.4,0.0,0.7,6.4;0
21,30,30,33,33,39;0,0,0,0,0,2;5.1,2.2,3.4,0.0,6.4,1.6;0
21,30,31,31,31,33;3,0,3,1,1,0;5.5,2.2,0.7,3.4,5.0,0.0;0
21,30,31,31,33,33;3,0,3,1,0,1;5.5,2.2,0.7,3.4,0.0,4.1;0
21,30,31,31,33,39;3,0,3,1,0,0;5.5,2.2,0.7,3.4,0.0,4.1;0
21,30,31,32,33,33;3,0,1,3,0,1;5.4,2.2,5.0,2.5,0.0,0.7;0
21,30,31,33,33,33;3,0,1,0,1,1;5.5,2.2,5.0,0.0,0.7,2.5;0
21,30,31,33,33,39;0,0,3,0,1,3;3.5,2.2,0.7,0.0,4.1,5.5;0
21,30,31,33,39,39;0,0,3,0,0,3;3.5,2.2,0.7,0.0,4.1,5.5;0
21,30,32,33,33,33;3,0,3,0,1,1;5.4,2.2,2.5,0.0,0.7,4.1;0
21,30,32,33,33,39;3,0,3,0,1,0;5.4,2.2,2.5,0.0,0.7,4.1;0
21,30,33,33,33,33;3,0,0,1,1,1;5.5,2.2,0.0,0.7,2.5,4.1;0
21,30,33,33,33,39;3,0,0,1,1,0;5.5,2.2,0.0,0.7,2.5,4.1;0
21,31,31,31,31,31;3,2,3,3,1,1;5.5,0.0,0.7,2.3,3.4,5.0;0
21,31,31,31,31,33;3,3,3,1,1,0;5.5,0.7,2.3,3.4,5.0,0.0;0
21,31,31,31,31,34;0,2,3,1,0,0;3.5,0.0,0.7,5.0,5.5,3.2;0
21,31,31,31,31,36;0,2,3,1,0,1;3.5,0.0,0.7,5.0,5.5,1.3;0
21,31,31,31,31,39;3,3,3,1,1,1;5.5,0.7,2.3,3.4,5.0,0.1;0
21,31,31,31,32,33;3,2,3,1,3,1;5.4,0.0,2.3,5.0,2.5,0.7;0
21,31,31,31,33,33;3,2,3,1,1,1;5.5,0.0,2.3,5.0,0.7,2.5;0
21,31,31,31,33,34;0,2,3,1,0,0;3.5,0.0,0.7,5.0,6.4,3.2;0
21,31,31,31,33,35;0,3,1,0,0,1;3.5,0.7,5.0,5.5,0.0,2.2;0
21,31,31,31,33,36;0,2,3,1,0,1;3.5,0.0,0.7,5.0,6.4,1.3;0
21,31,31,31,33,39;0,2,3,1,0,0;3.5,0.0,0.7,5.0,6.4,2.3;0
21,31,31,31,34,39;0,2,3,1,0,3;3.5,0.0,0.7,5.0,3.2,5.5;0
21,31,31,31,36,39;0,2,3,1,1,3;3.5,0.0,0.7,5.0,1.3,5.5;0
21,31,31,31,39,39;0,2,3,1,0,3;3.5,0.0,0.7,5.0,2.3,5.5;0
21,31,31,32,33,33;3,3,1,3,0,1;5.4,2.3,5.0,2.5,0.0,0.7;0
21,31,31,32,33,39;3,3,1,3,1,1;5.4,2.3,5.0,2.5,0.7,0.1;0
21,31,31,33,33,33;3,3,1,0,1,1;5.5,2.3,5.0,0.0,0.7,2.5;0
21,31,31,33,33,34;0,3,1,0,0,0;3.5,0.7,5.0,0.0,6.4,3.2;0
21,31,31,33,33,35;0,3,1,0,0,1;3.5,0.7,5.0,0.0,6.4,2.2;0
