16,16,29,29,30,30;0,0,2,0,0,0;2.2,3.7,2.5,3.3,0.3,5.3;1
16,17,28,29,30,30;0,0,2,2,0,0;3.7,3.0,2.2,2.5,0.3,5.3;1
16,24,25,29,30,30;0,1,1,2,0,0;3.7,4.0,2.2,2.5,0.3,5.3;0
12,16,17,29,30,31;0,1,0,1,1,3;5.3,0.3,3.0,3.4,3.5,1.3;0
12,13,16,29,30,38;0,2,0,0,1,1;5.3,0.3,2.2,3.3,3.5,2.4;0
17,17,28,28,30,30;0,0,2,0,0,0;2.5,3.0,2.2,3.4,0.3,5.3;1
17,24,25,28,30,30;0,1,1,0,0,0;2.5,4.0,2.2,3.4,0.3,5.3;0
13,16,17,28,30,31;3,1,0,2,0,3;3.5,0.3,3.0,3.4,5.3,1.3;0
12,13,17,28,30,38;0,2,0,2,1,1;5.3,0.3,3.0,2.2,3.5,2.4;0
24,24,25,25,30,30;3,1,1,3,0,0;2.5,4.0,2.2,4.4,0.3,5.3;1
16,16,25,25,30,30;0,0,1,3,0,0;2.2,3.7,2.5,4.1,0.3,5.3;1
12,13,24,25,30,38;0,2,1,1,1,1;5.3,0.3,4.0,2.2,3.5,2.4;1
16,16,21,25,30,38;0,0,1,1,0,3;2.2,3.7,4.1,2.5,0.3,4.3;0
16,16,20,25,30,31;1,1,1,2,1,3;0.3,5.2,3.0,3.4,3.5,1.3;0
16,17,19,25,30,31;0,1,1,3,0,0;3.7,0.3,3.0,4.1,5.3,1.4;0
13,16,16,25,30,32;0,0,0,1,0,2;5.4,2.2,3.7,2.5,0.3,4.1;0
17,17,24,24,30,30;0,0,3,1,0,0;2.5,3.0,2.2,4.3,0.3,5.3;1
17,17,21,24,30,38;0,0,0,3,0,1;2.5,3.0,4.5,2.2,0.3,4.3;0
16,17,20,24,30,31;1,0,1,3,0,1;5.2,2.5,3.0,2.2,0.3,4.4;0
17,17,19,24,30,31;1,1,1,0,1,2;0.3,5.4,3.0,1.4,3.5,4.1;0
12,17,17,24,30,32;0,0,0,3,0,2;5.3,2.5,3.0,2.2,0.3,4.3;0
16,17,17,23,30,31;0,1,0,1,0,0;3.7,0.3,3.0,3.1,5.3,1.4;0
16,16,17,22,30,31;1,0,0,3,0,3;0.3,3.7,3.0,3.4,5.3,1.3;0
17,17,21,21,38,38;0,0,2,0,3,1;2.5,3.0,1.3,4.5,0.3,4.3;1
16,16,21,21,38,38;0,0,3,1,1,3;2.2,3.7,1.4,4.1,0.3,4.3;1
16,17,20,21,31,38;1,0,1,2,1,3;5.2,2.5,3.0,1.3,4.4,0.3;0
16,16,20,21,31,38;1,1,1,0,3,2;0.3,5.2,3.0,4.5,1.3,3.4;0
17,17,19,21,31,38;1,1,1,3,2,0;0.3,5.4,3.0,1.4,4.1,3.4;0
16,17,19,21,31,38;0,1,1,1,0,3;3.7,0.3,3.0,4.1,1.4,4.3;0
12,17,17,21,32,38;0,0,0,2,2,3;5.3,2.5,3.0,1.3,4.3,0.3;0
13,16,16,21,32,38;0,0,0,3,2,1;5.4,2.2,3.7,1.4,4.1,0.3;0
16,16,20,20,31,31;1,1,1,3,3,1;0.3,5.2,3.0,3.4,1.3,4.4;1
16,17,19,20,31,31;1,0,2,1,3,1;5.2,2.5,0.3,3.0,1.3,4.4;1
12,16,17,20,31,32;2,1,0,1,1,0;0.3,5.2,2.5,3.0,4.4,2.2;0
13,16,16,20,31,32;3,1,1,1,3,1;3.5,0.3,5.2,3.0,1.3,3.4;0
17,17,19,19,31,31;1,1,1,3,0,2;0.3,5.4,3.0,3.7,1.4,4.1;1
12,17,17,19,31,32;3,1,1,1,2,1;3.6,0.3,5.4,3.0,4.1,1.4;0
13,16,17,19,31,32;0,0,1,1,0,2;5.4,3.7,0.3,3.0,1.4,4.1;0
12,12,17,17,32,32;2,0,0,0,0,2;0.3,5.3,2.5,3.0,2.2,4.3;1
13,13,16,17,31,35;3,0,1,0,3,0;3.5,5.4,0.3,3.0,1.3,3.4;0
12,13,16,17,31,39;0,3,1,0,3,3;5.3,3.5,0.3,3.0,1.3,3.4;1
12,12,16,17,31,35;3,0,1,0,3,3;3.6,5.3,0.3,3.0,1.3,3.4;0
13,13,16,16,32,32;2,0,0,0,0,2;0.3,5.4,2.2,3.7,2.4,4.1;1
