21,21,21,22,30,30,36;3,1,1,1,0,1,3;3.4,3.5,5.0,3.2,0.2,1.4,4.3;0
21,21,21,23,30,30,36;1,3,1,0,0,1,0;0.2,1.2,5.0,4.4,1.5,4.5,3.2;0
21,21,22,24,30,30,31;3,1,1,0,0,1,2;3.4,3.5,3.2,4.3,0.2,1.4,5.0;0
21,21,22,25,30,30,31;1,1,1,0,0,1,0;3.5,5.0,3.2,4.3,0.2,1.4,3.4;0
21,21,22,25,30,31,38;3,1,1,0,0,2,0;2.4,5.0,3.2,4.3,0.2,1.4,4.4;0
21,21,23,24,30,30,31;1,1,0,1,0,1,0;0.2,5.0,4.4,4.0,1.5,4.5,1.2;0
21,21,23,24,30,31,38;3,1,0,1,1,2,1;1.3,5.0,4.4,4.0,4.5,1.4,0.2;0
21,21,23,25,30,30,31;1,3,0,1,0,1,2;0.2,1.2,4.4,3.2,1.5,4.5,5.0;0
21,22,22,23,30,30,36;1,2,0,0,0,1,0;5.0,0.2,0.3,4.4,1.5,4.5,3.2;0
21,22,22,27,30,30,30;1,1,3,2,0,1,1;5.0,3.2,3.4,5.2,0.2,1.4,4.5;0
21,22,22,29,30,31,36;1,2,1,1,0,1,3;5.0,2.6,3.2,3.5,0.2,1.4,4.3;0
21,22,23,23,30,30,36;1,1,1,3,0,1,3;5.0,3.2,3.4,4.4,0.2,1.4,4.3;0
21,22,23,28,30,31,36;1,2,0,0,1,3,0;5.0,0.2,4.4,0.3,4.5,1.6,3.2;0
21,22,23,29,30,31,36;1,1,3,1,0,1,3;5.0,3.2,4.4,2.6,0.2,1.4,4.3;0
21,22,24,25,30,30,31;1,1,0,0,0,1,2;5.0,3.2,2.4,4.3,0.2,4.5,1.4;0
21,22,27,28,30,30,31;1,1,2,3,0,1,2;5.0,3.2,5.2,2.4,0.2,4.5,1.4;0
21,23,23,27,30,30,30;1,2,0,3,0,0,1;5.0,1.4,4.4,3.2,0.2,1.5,4.5;0
21,23,23,28,30,31,36;1,3,0,0,1,3,0;5.0,0.2,4.4,1.2,4.5,1.6,3.2;0
21,23,24,25,30,30,31;1,0,1,1,0,1,2;5.0,4.4,4.0,2.4,0.2,4.5,1.4;0
21,23,27,29,30,30,31;1,0,3,2,0,1,2;5.0,4.4,3.2,2.4,0.2,4.5,1.4;0
21,24,24,27,30,30,30;1,2,0,3,0,0,1;5.0,1.4,4.3,3.2,0.2,1.5,4.5;0
21,24,25,27,30,30,30;1,0,3,3,0,1,1;5.0,4.3,3.3,3.2,0.2,1.4,4.5;0
21,24,26,27,30,30,31;1,0,0,3,0,1,2;5.0,4.3,2.4,3.2,0.2,4.5,1.4;0
21,25,25,27,30,30,30;1,1,3,2,0,1,1;5.0,3.2,3.3,5.2,0.2,1.4,4.5;0
21,25,26,27,30,30,31;1,1,0,2,0,1,2;5.0,3.2,2.4,5.2,0.2,4.5,1.4;0
22,22,23,25,30,30,31;2,0,0,1,0,1,2;0.2,0.3,4.4,3.2,1.5,4.5,5.0;0
22,22,24,29,30,31,31;2,1,0,1,0,1,2;2.6,3.2,4.3,3.5,0.2,1.4,5.0;0
22,23,23,24,30,30,31;1,1,3,0,0,1,2;3.2,3.4,4.4,4.3,0.2,1.4,5.0;0
22,23,24,29,30,31,31;1,3,0,1,0,1,2;3.2,4.4,4.3,2.6,0.2,1.4,5.0;0
22,23,25,28,30,31,31;2,0,1,0,1,3,2;0.2,4.4,3.2,0.3,4.5,1.6,5.0;0
23,23,25,28,30,31,31;3,0,1,0,1,3,2;0.2,4.4,3.2,1.2,4.5,1.6,5.0;0
