5,5,5,5,6,6;1,1,1,1,0,0;0.2,0.3,4.2,4.3,4.0,4.4;1
5,5,5,6,7,7;1,1,1,0,2,1;0.2,0.3,4.2,4.0,4.3,5.3;0
5,5,5,6,7,8;1,1,0,0,2,1;0.2,0.3,5.1,6.2,4.3,4.0;1
5,5,5,6,8,8;1,1,0,0,0,1;0.2,0.3,4.2,4.0,5.2,5.3;0
5,5,6,6,6,6;1,1,0,0,0,0;4.2,4.3,0.2,2.2,4.0,4.4;1
5,5,6,6,7,7;1,1,0,0,0,2;0.2,0.3,4.4,6.2,4.0,4.1;0
5,5,6,6,7,8;1,0,0,0,0,2;1.2,5.2,4.0,6.2,3.3,0.2;0
5,5,6,6,8,8;0,0,0,0,2,0;4.0,5.0,4.4,6.2,0.2,1.2;0
5,5,6,30,30;1,1,0,1,1;0.2,0.3,6.2,4.0,4.3;1
5,5,6,37,37;1,1,0,0,0;0.2,0.3,6.2,4.0,5.0;1
5,5,7,7,8,8;1,1,2,1,1,2;0.2,0.3,4.3,5.3,4.0,5.1;1
5,5,12,12,30;1,1,1,0,1;0.2,0.3,4.0,5.2,4.3;0
5,5,12,13,30;1,1,1,3,0;0.2,0.3,4.0,4.3,5.2;1
5,5,13,13,30;1,1,3,0,1;0.2,0.3,4.3,5.3,4.0;0
5,5,18,18,37;1,1,2,1,0;0.2,0.3,5.0,5.3,4.0;1
5,6,6,6,7,7;0,0,0,0,1,0;5.2,0.2,4.0,6.2,2.2,3.3;0
5,6,6,6,7,8;1,0,0,0,1,0;1.3,4.0,4.4,6.2,0.2,3.2;0
5,6,6,6,8,8;0,0,0,0,0,1;4.2,0.2,2.2,4.0,5.2,5.3;0
5,6,6,30,37;1,0,0,1,1;0.2,4.4,6.2,4.0,0.3;0
5,6,7,7,7,7;1,0,1,3,2,1;4.2,4.0,0.2,1.3,4.3,5.3;0
5,6,7,7,7,8;0,0,1,3,2,1;5.1,6.2,0.2,1.3,4.3,4.0;0
5,6,7,7,8,8;1,0,2,1,2,0;4.2,4.0,4.3,5.3,0.2,1.2;0
5,6,7,8,8,8;0,0,2,2,0,1;5.1,6.2,4.3,0.2,1.2,4.0;0
5,6,8,8,8,8;0,0,2,0,0,1;4.2,4.0,0.2,1.2,5.2,5.3;0
5,6,12,12,37;1,0,1,0,1;0.2,4.4,4.0,5.2,0.3;0
5,6,12,14,30;1,0,1,1,0;0.2,4.4,4.0,0.3,5.2;0
5,6,12,19,30;1,0,0,2,1;1.2,4.0,5.2,0.2,4.3;0
5,6,12,20,30;1,0,1,2,0;1.3,4.4,4.0,0.2,5.2;0
5,6,12,23,30;0,0,1,3,0;5.2,6.2,4.0,3.2,0.2;0
5,6,13,13,37;1,0,3,0,1;0.3,4.0,4.3,5.3,0.2;0
5,6,13,14,30;1,0,0,1,1;0.2,4.4,5.3,0.3,4.0;0
5,6,13,19,30;1,0,3,2,0;1.2,4.0,4.3,0.2,5.2;0
5,6,13,20,30;1,0,0,2,1;1.3,4.4,5.3,0.2,4.0;0
5,6,13,22,30;0,0,3,1,0;5.0,6.2,4.3,3.2,0.2;0
5,6,16,16,30;1,0,0,1,0;3.3,4.4,3.2,5.1,0.2;0
5,6,16,17,30;0,0,0,0,0;5.1,6.2,3.2,3.3,0.2;1
5,6,17,17,30;1,0,0,1,0;3.2,4.0,3.3,5.3,0.2;0
5,6,18,22,30;1,0,2,1,0;4.3,4.4,5.0,3.2,0.2;0
5,6,18,23,30;1,0,1,3,0;4.2,4.0,5.3,3.2,0.2;0
5,12,12,12,14;1,1,3,0,1;0.2,4.0,4.4,5.2,0.3;0
5,12,12,12,20;1,1,3,0,2;1.3,4.0,4.4,5.2,0.2;0
5,13,13,13,14;1,1,3,0,1;0.3,4.0,4.3,5.3,0.2;0
5,13,13,13,19;1,1,3,0,2;1.2,4.0,4.3,5.3,0.2;0
6,6,6,6,6,6;0,0,0,0,0,0;0.2,2.2,4.0,4.2,4.4,6.2;1
6,6,6,6,7,7;0,0,0,0,0,2;0.2,2.2,4.4,6.2,4.0,4.1;0
6,6,6,6,8,8;0,0,0,0,2,0;0.2,4.0,4.4,6.2,2.2,3.2;0
6,6,6,30,30;0,0,0,1,1;0.2,2.2,6.2,4.0,4.3;1
6,6,6,37,37;0,0,0,0,0;0.2,2.2,6.2,4.0,5.0;1
6,6,7,7,7,7;0,0,1,3,0,2;4.4,6.2,0.2,1.3,4.0,4.1;0
6,6,7,7,8,8;0,0,1,3,2,0;4.0,4.4,4.2,5.3,0.2,1.2;0
6,6,7,30,30;0,0,1,0,1;4.0,6.2,3.2,0.2,4.3;0
6,6,8,8,8,8;0,0,2,0,2,0;4.0,4.4,0.2,1.2,4.2,5.2;0
6,6,8,30,30;0,0,2,0,1;4.4,6.2,3.2,0.2,4.0;0
6,6,9,30,38;0,0,0,0,0;4.4,6.2,3.2,0.2,4.0;0
6,6,10,30,38;0,0,0,0,0;4.0,6.2,3.2,0.2,4.2;0
6,6,12,12,30;0,0,1,0,1;0.2,2.2,4.0,5.2,4.3;0
6,6,12,12,32;0,0,2,3,1;4.0,6.2,0.2,4.4,2.2;0
6,6,12,12,34;0,0,2,0,1;4.0,4.4,0.2,5.2,2.2;0
6,6,12,13,30;0,0,1,3,0;0.2,2.2,4.0,4.3,5.2;1
6,6,12,13,32;0,0,2,0,1;4.0,4.4,0.2,5.3,2.2;0
6,6,12,13,33;0,0,3,2,1;4.0,6.2,4.4,0.2,2.3;0
6,6,12,13,34;0,0,2,1,1;4.4,6.2,0.2,4.0,2.2;0
6,6,12,14,37;0,0,0,1,1;4.0,4.4,5.2,0.2,0.3;0
6,6,12,15,30;0,0,1,1,0;4.4,6.2,4.0,3.2,0.2;0
6,6,12,19,31;0,0,2,3,0;4.0,6.2,0.2,4.5,2.2;0
6,6,12,20,30;0,0,3,1,0;4.4,6.2,3.2,4.0,0.2;0
6,6,12,21,38;0,0,2,3,0;4.0,6.2,0.2,2.2,4.2;0
6,6,12,22,30;0,0,2,0,1;4.4,6.2,0.2,2.2,4.0;0
6,6,12,24,30;0,0,2,0,1;4.0,6.2,0.2,2.2,4.3;0
6,6,12,28,38;0,0,2,3,0;4.4,6.2,0.2,2.2,4.0;0
6,6,13,13,30;0,0,3,0,1;0.2,2.2,4.3,5.3,4.0;0
6,6,13,13,32;0,0,2,1,3;4.4,6.2,0.2,4.0,2.3;0
